Flight Number,Departure Date,Departure Time,Arrival Date,Arrival Time,Origin Airport,Destination Airport,Airline,Status,Passenger Name,Passenger Email,Baggage Tag Number,Baggage Status
FL3447,2023-10-04,08:13,2023-11-21,06:30,QFK,CJM,Martinez-Carter,On Time,Charles Mills,kyle01@example.org,BG3390,Delivered
FL0641,2023-08-10,14:57,2023-11-30,05:47,DKI,BMB,"Guerrero, Evans and Lin",On Time,Anthony Nelson,odudley@example.org,BG3050,Delivered
FL5691,2023-07-18,21:05,2023-08-29,09:01,FLC,QXY,"Clark, Baldwin and Beltran",On Time,James Gordon,smithchristopher@example.com,BG1469,Unloaded
FL8268,2023-12-18,23:45,2023-12-20,11:52,XJS,DEH,Evans-Dunn,On Time,Willie Wilson,eturner@example.com,BG4570,Delivered
FL8573,2023-11-13,18:34,2023-12-24,17:09,VQP,VHB,Thompson-Wise,On Time,Hayden Scott,barnettjames@example.net,BG6907,Unloaded
FL0156,2023-03-14,13:24,2023-05-10,13:55,XDJ,ZYH,Thomas Ltd,Cancelled,Thomas Foster,tylergonzales@example.org,BG4221,Checked-in
FL5637,2023-08-14,17:41,2023-12-13,17:01,AFJ,ZRI,"Zimmerman, Adams and Lee",On Time,Kayla Marquez,jamessmith@example.org,BG3588,Checked-in
FL6100,2023-04-05,05:39,2023-11-07,02:39,MQI,GMD,"Lopez, Hudson and Smith",On Time,Sydney Hubbard,hroach@example.org,BG0654,Checked-in
FL2155,2023-12-25,18:14,2023-12-28,05:21,QNH,AZS,Prince PLC,On Time,Stacy Melendez,deanalicia@example.org,BG6075,Checked-in
FL7635,2023-10-23,15:49,2023-10-24,11:16,TQP,UAH,"Dougherty, Rodriguez and Holder",Delayed,Tina Reid,dixonmichelle@example.net,BG1426,Unloaded
FL6280,2023-01-22,02:17,2023-08-05,19:59,YLW,QMD,Wiley-Baker,On Time,Anita Rose,pcummings@example.com,BG3518,Unloaded
FL8178,2023-12-11,01:55,2023-12-13,21:08,LEY,RQE,"Solomon, Davidson and Miller",On Time,Benjamin Wilkerson,patrick92@example.com,BG8996,Unloaded
FL4285,2023-10-29,07:53,2023-12-02,22:28,CKN,WDB,"King, Hall and Smith",On Time,David Everett,kramirez@example.net,BG5292,Delivered
FL8929,2023-11-01,19:19,2023-12-10,15:46,ZDE,NRN,"May, Blackwell and Phillips",On Time,Nicole Cook,ystevens@example.org,BG2534,Checked-in
FL6568,2023-05-24,17:00,2023-05-24,09:12,TBF,ACI,"Strickland, Hamilton and Harrison",On Time,Cynthia Compton,ernest61@example.com,BG7593,Loaded
FL5224,2023-01-04,06:59,2023-08-25,20:39,XJS,GIG,Dickerson Ltd,Cancelled,Elizabeth Bowers,baileycathy@example.com,BG8656,Delivered
FL1315,2023-01-27,15:56,2023-08-07,19:20,SON,AOK,Carpenter-Rodriguez,On Time,Paul Johnson,kimberly54@example.org,BG1186,Delivered
FL3884,2023-11-07,17:09,2023-12-30,03:21,DXW,HFF,"Smith, Kennedy and Arnold",On Time,Kimberly Brown,bwilliams@example.com,BG5038,Loaded
FL7191,2023-08-01,00:02,2023-10-14,22:11,JVU,PXD,Collins LLC,Cancelled,Luke Harris,wilsonfrank@example.com,BG2970,Loaded
FL3893,2023-09-14,10:03,2023-11-16,23:25,OKJ,UYC,Rodriguez LLC,On Time,Kelsey Brown,psmith@example.net,BG9928,Loaded
FL1249,2023-08-14,04:21,2023-10-12,15:14,IWF,PWF,"Suarez, Jones and Martinez",On Time,Peter Matthews,adurham@example.org,BG9709,Checked-in
FL4650,2023-02-17,22:31,2023-10-17,03:59,PDV,MPQ,Perez and Sons,On Time,Eric Valencia,sfriedman@example.com,BG1627,Delivered
FL2123,2023-03-09,17:29,2023-09-13,20:01,RMP,JAO,Silva Group,On Time,Regina Bowman,tcabrera@example.net,BG0323,Delivered
FL2052,2023-11-20,21:05,2023-12-25,23:02,XKU,ZBW,"Hess, Diaz and Palmer",On Time,John Blair,jason21@example.net,BG9590,Loaded
FL2739,2023-04-25,04:28,2023-10-22,19:16,YMM,BXR,"Wong, Andrews and Moore",On Time,Timothy Mccormick,jamesknight@example.com,BG1505,Delivered
FL2117,2023-10-02,23:44,2023-10-17,13:27,MRY,EPF,"Clark, Edwards and Acevedo",On Time,James Gutierrez,westchristy@example.com,BG2388,Checked-in
FL8959,2023-04-14,02:47,2023-12-06,13:56,SHL,QVE,Shepherd Ltd,On Time,Grant Black,darren54@example.net,BG6653,Loaded
FL4557,2023-08-20,13:34,2023-10-29,04:50,VVM,ZOX,"Greene, Beck and Swanson",Cancelled,Dennis Fox,martinezbryan@example.net,BG6455,Checked-in
FL6816,2023-10-31,18:47,2023-12-29,23:30,WVP,JJA,Obrien-Decker,On Time,Jimmy Gonzalez,russellhudson@example.com,BG7282,Unloaded
FL5193,2023-02-03,10:42,2023-05-30,17:18,XNR,PPQ,Whitaker-Glenn,Cancelled,Kathryn Knox,jimenezpaul@example.com,BG2042,Unloaded
FL2371,2023-01-14,09:07,2023-11-21,21:25,CJO,YMU,"Lewis, Stone and Sanchez",On Time,Chase Hoffman,smithelizabeth@example.com,BG3791,Delivered
FL6307,2023-05-29,02:56,2023-08-18,04:12,ZAI,XWH,Murray Group,Cancelled,Jessica Gonzalez,steelevictor@example.org,BG6075,Delivered
FL8839,2023-03-17,09:06,2023-08-26,19:21,YUG,BUB,"Conway, Davis and Clark",On Time,Nathan Armstrong,mirandabrown@example.com,BG9505,Checked-in
FL6018,2023-11-26,00:52,2023-12-08,18:47,PON,SIZ,Newman-Garrison,On Time,Jennifer Roberts,bowen@example.org,BG0775,Loaded
FL0697,2023-12-13,00:45,2023-12-30,04:43,PGO,ABN,"Curtis, Dodson and Jones",On Time,Matthew Brown,laura85@example.net,BG3785,Unloaded
FL7888,2023-08-16,07:30,2023-10-11,15:08,YMZ,AJP,Murphy Ltd,On Time,Lisa Lopez,doneill@example.com,BG2062,Unloaded
FL4216,2023-06-23,08:36,2023-07-28,10:33,HIJ,QVC,Gallagher and Sons,On Time,Andrea Taylor,christina69@example.org,BG7227,Checked-in
FL1779,2023-04-21,08:55,2023-08-18,21:32,JWR,IQM,Martin LLC,Cancelled,Brian Smith,deannaperez@example.com,BG8981,Loaded
FL9629,2023-08-01,01:27,2023-12-24,15:38,BCA,QUE,Phillips LLC,On Time,Michelle Thompson,lindarodriguez@example.com,BG3056,Checked-in
FL2839,2023-07-16,16:55,2023-09-30,22:51,LUU,ILQ,"Barnes, Cummings and Turner",On Time,Brandon Reynolds,hterrell@example.net,BG2758,Checked-in
FL9968,2023-02-09,08:01,2023-04-06,19:15,LZV,UDN,Brown Inc,On Time,Susan Mcintosh,jill87@example.org,BG7943,Loaded
FL0664,2023-11-10,11:02,2023-12-06,00:40,WSW,MUQ,Park-Parks,Cancelled,Matthew Jackson,nking@example.org,BG5311,Delivered
FL5560,2023-06-24,21:35,2023-07-06,11:35,OEM,KFJ,Lee-Carlson,On Time,Deanna Rhodes,erik58@example.org,BG8869,Checked-in
FL6354,2023-07-02,16:30,2023-08-22,19:26,XKB,QTM,"Alexander, Hill and Deleon",Cancelled,Michael Davis Jr.,lvalentine@example.net,BG5473,Delivered
FL2528,2023-02-22,17:09,2023-05-16,12:53,IVV,IMK,"Reyes, Downs and Cervantes",Cancelled,Louis Oconnor,brandyfowler@example.org,BG4390,Checked-in
FL6906,2023-12-04,09:05,2023-12-13,22:34,YUU,RGY,"Lee, Garcia and Mcfarland",Delayed,Kirsten Mitchell,trevor80@example.com,BG0404,Loaded
FL6652,2023-01-22,19:00,2023-02-15,01:43,IRW,QAN,"Smith, Brewer and Morris",On Time,Eddie Pena,mathisanthony@example.net,BG6882,Unloaded
FL4556,2023-03-03,16:43,2023-03-03,17:16,TRS,UXD,"Carroll, Ward and Hall",On Time,Jesse Smith,williegreen@example.org,BG4284,Delivered
FL9681,2023-04-27,17:09,2023-10-24,16:08,LGG,ETW,Miller Inc,Delayed,Melissa Buckley,annettejohnson@example.com,BG9130,Delivered
FL9999,2023-03-04,16:29,2023-08-31,06:34,AFB,DYZ,"Anderson, Mueller and Whitaker",On Time,Brian Marsh,markknight@example.com,BG0640,Delivered
FL5079,2023-02-22,10:38,2023-10-27,02:21,ZYR,BDU,Carr-Harrison,On Time,William Lamb,dhenry@example.com,BG8414,Loaded
FL1815,2023-12-21,18:59,2023-12-23,15:52,HWY,GBH,Powell LLC,Cancelled,Rhonda Wheeler,xhurst@example.com,BG9345,Loaded
FL8348,2023-08-20,02:07,2023-09-01,10:52,ZYC,TTW,Martinez-Baxter,On Time,Jenna Sanchez,cynthiaturner@example.org,BG4818,Delivered
FL0017,2023-05-27,16:28,2023-08-24,17:32,YNE,UIP,Rogers-Hughes,On Time,Michael Gordon,crystal43@example.com,BG1663,Checked-in
FL6329,2023-09-21,19:21,2023-10-30,16:47,ZUX,RFB,Keller Group,On Time,Stephanie Walker,craigdeborah@example.com,BG8715,Checked-in
FL5245,2023-10-04,00:01,2023-10-23,05:23,GYJ,TUL,Estrada PLC,On Time,Brenda Stone,jensenjames@example.org,BG3795,Checked-in
FL0212,2023-07-07,13:50,2023-07-29,23:29,HWE,ZTL,Ford Inc,On Time,Elijah Romero,erin10@example.net,BG1538,Checked-in
FL8177,2023-11-03,09:40,2023-11-07,11:00,QJW,PGG,Ortiz Inc,On Time,Laura Sims,zacharymorris@example.net,BG3152,Checked-in
FL1171,2023-01-09,14:46,2023-11-11,14:28,YHS,NYW,Solis-Harris,On Time,Stephanie Kaiser,bryantmichael@example.net,BG8530,Loaded
FL3537,2023-01-26,23:58,2023-06-01,09:37,NXI,GTC,Miller Group,On Time,Sandra Barron,hcantrell@example.org,BG8565,Unloaded
FL8431,2023-07-23,14:55,2023-12-18,16:16,OZW,CEJ,"Waters, Whitehead and Pace",On Time,Joshua Chavez,brandi90@example.org,BG0153,Delivered
FL6159,2023-11-11,08:23,2023-12-22,04:52,TWJ,ERP,Frost and Sons,On Time,Michael Fuentes,craigramsey@example.net,BG4675,Checked-in
FL9910,2023-06-10,20:18,2023-10-22,06:56,PBR,IJQ,Robinson Group,On Time,Andrew Jones,michaelsmith@example.com,BG8879,Loaded
FL4420,2023-07-06,23:31,2023-09-09,16:46,BLX,VZR,"Riggs, Park and Russo",On Time,Kyle Webb,clarencechen@example.net,BG3649,Loaded
FL2938,2023-03-07,01:53,2023-12-17,22:53,ELT,GLH,Griffin Ltd,On Time,Christina White,melissa13@example.org,BG5340,Delivered
FL3031,2023-03-30,05:06,2023-12-19,06:26,QFD,DNV,"Rivera, Hickman and Heath",On Time,Daniel Walter,schultzjoseph@example.net,BG3693,Checked-in
FL5347,2023-10-02,03:17,2023-10-28,16:31,TSA,HUF,Gibson Ltd,On Time,Elizabeth Mitchell,vhowell@example.org,BG9066,Delivered
FL8325,2023-09-01,13:57,2023-11-10,13:29,KSI,JTG,Vaughn-Miller,On Time,Brian Hill,ecummings@example.org,BG4259,Unloaded
FL7022,2023-03-07,06:23,2023-11-15,21:43,MSU,JTS,Flynn PLC,Delayed,Brooke Ortega,pzhang@example.com,BG9293,Delivered
FL5633,2023-03-16,10:57,2023-09-07,05:47,KED,ZHY,Powell PLC,Cancelled,Amanda Flynn,craiggalvan@example.org,BG2317,Checked-in
FL2013,2023-11-23,14:27,2023-12-29,23:32,EFL,EZM,Martin PLC,On Time,Christopher Cochran,wcastillo@example.org,BG3565,Loaded
FL2840,2023-02-08,19:17,2023-08-16,11:00,CYH,EWD,"Holden, Todd and Ferguson",On Time,Mark French,susan97@example.org,BG3909,Delivered
FL1382,2023-06-26,21:24,2023-12-01,02:17,AXH,RKV,"Mcdaniel, Johnson and Bright",On Time,Clifford Carrillo DDS,millertheresa@example.net,BG8712,Checked-in
FL8238,2023-08-02,04:09,2023-08-19,14:17,PAW,UBI,Cowan Inc,On Time,Amanda Lewis,karen12@example.com,BG7394,Delivered
FL3882,2023-06-14,02:54,2023-08-14,02:31,ESP,XSG,Johnson-Little,On Time,Pamela Swanson,amanda67@example.org,BG4644,Loaded
FL8293,2023-11-20,05:25,2023-11-22,20:57,AUZ,EYF,Brown Inc,On Time,Gregory Berger,oscar84@example.com,BG5188,Checked-in
FL0993,2023-11-15,19:45,2023-11-17,09:33,UDN,YAK,"Burgess, Silva and Miller",On Time,Corey Smith,brownrandall@example.net,BG1217,Unloaded
FL4760,2023-11-18,05:30,2023-12-29,02:00,FED,BSN,Stein Ltd,On Time,Rachel Marsh,pamelathompson@example.net,BG8724,Unloaded
FL7027,2023-08-26,02:10,2023-09-08,20:54,PLC,KQL,Cunningham-Tyler,On Time,Alicia Benton,harrisoncheryl@example.org,BG5989,Checked-in
FL0109,2023-08-07,12:14,2023-10-24,01:22,VCN,ZWE,Brown-Herrera,On Time,Scott Martin,qcollins@example.org,BG5527,Delivered
FL1174,2023-03-22,16:56,2023-03-29,17:13,PVH,MXG,Craig-Wilson,On Time,Brandy Cox,barrettdan@example.org,BG6099,Loaded
FL2851,2023-09-11,19:08,2023-10-15,16:18,ESX,ZNE,Alvarez-Garcia,Delayed,Mary Flores,schneidervincent@example.net,BG5795,Checked-in
FL4091,2023-07-08,17:36,2023-08-29,18:35,PYD,HYP,Smith-Mclaughlin,On Time,Mrs. Michelle Davis,millernicole@example.com,BG7042,Delivered
FL2828,2023-11-27,02:10,2023-12-12,04:50,QTZ,LZZ,Scott-Swanson,Delayed,John Edwards,ryan94@example.com,BG4720,Checked-in
FL0606,2023-11-27,21:27,2023-12-16,03:34,TZQ,XCY,Moore PLC,On Time,William Curtis,johnsonmark@example.org,BG7338,Checked-in
FL5207,2023-04-24,14:04,2023-08-26,17:27,CJH,KFH,"Duncan, Steele and Ross",On Time,Andrew Rivera,castillojulie@example.org,BG4832,Loaded
FL5854,2023-06-15,12:08,2023-07-27,08:57,ULJ,ITG,Davidson Inc,On Time,Adam Decker,zimmermansandra@example.com,BG9571,Unloaded
FL4373,2023-10-09,19:26,2023-10-18,02:50,JZJ,NRJ,"Archer, Smith and Kline",On Time,Randy Reeves,tammybailey@example.net,BG5022,Checked-in
FL7115,2023-03-31,12:10,2023-12-25,23:51,YWK,NSV,"Hogan, Davis and Lopez",On Time,Brittany Perkins,sextonjoshua@example.com,BG7325,Loaded
FL2822,2023-10-23,04:54,2023-11-27,17:34,YTS,GPA,Rose-Adams,On Time,Dawn Hobbs,tamaramartin@example.org,BG5267,Checked-in
FL3900,2023-12-13,17:47,2023-12-21,21:40,QWM,ITS,"Smith, Harris and Yang",On Time,Elizabeth Thomas,robertholmes@example.net,BG5473,Unloaded
FL5834,2023-02-05,06:06,2023-09-18,18:23,JTD,GLH,"Pham, Brown and Long",On Time,Angela Young,gmitchell@example.com,BG5190,Delivered
FL9416,2023-03-15,05:37,2023-07-13,02:22,PAX,WPM,Long-Clark,On Time,David Frederick,inelson@example.net,BG0714,Unloaded
FL2512,2023-05-14,16:46,2023-11-10,03:17,QOK,XVR,"Cooley, Stephenson and Parker",On Time,Robert Hill,othompson@example.org,BG2016,Delivered
FL6387,2023-08-12,16:44,2023-08-22,21:36,JWB,YFE,"Simon, Sharp and Castaneda",On Time,Ruth Snyder,sarahdavis@example.net,BG8771,Unloaded
FL1070,2023-12-20,13:38,2023-12-28,09:18,IXN,OUL,Humphrey-Rodgers,On Time,Gary Rodriguez,martindaniel@example.net,BG8110,Unloaded
FL9462,2023-12-19,20:55,2023-12-20,11:14,TCC,AFX,Romero-Marks,On Time,Jessica Smith,ndrake@example.net,BG4587,Delivered
FL7953,2023-09-12,23:14,2023-10-10,23:17,KAS,XPF,Chandler-Woods,On Time,Maria Ramirez,jessicaschwartz@example.com,BG7164,Delivered
FL5912,2023-07-21,03:30,2023-10-09,20:48,CFH,IYC,Bailey-Ward,On Time,Carlos Hood,jamesmoss@example.net,BG2739,Unloaded
FL5762,2023-05-15,11:30,2023-07-23,21:08,XKU,CEZ,Hudson Inc,On Time,Melissa Harper,ramoskaren@example.org,BG5395,Checked-in
FL3933,2023-09-03,13:41,2023-12-08,11:32,PSG,OUG,"Lewis, Blake and Diaz",On Time,Sara Wilson,mmontgomery@example.org,BG4070,Unloaded
FL8942,2023-05-15,09:06,2023-05-18,11:05,QWX,AUT,Bradley-Perez,On Time,Billy Powell,kristi53@example.net,BG2364,Delivered
FL4810,2023-02-19,21:47,2023-09-23,20:07,DPG,BKT,Johnson Inc,On Time,Chris Duncan,xbriggs@example.net,BG4195,Loaded
FL5803,2023-04-28,14:17,2023-09-27,23:10,QWC,IRH,"Turner, Ellis and Kelley",Delayed,Timothy Gonzales,mpacheco@example.com,BG1696,Loaded
FL0840,2023-01-24,19:13,2023-07-03,04:17,DVW,UZZ,"Mcneil, Jackson and Taylor",On Time,Ryan Morrison,sierra64@example.org,BG7525,Loaded
FL4121,2023-02-13,03:28,2023-02-27,16:07,FVG,GNH,Faulkner-Wilson,On Time,Jessica Rodriguez,danielgonzalez@example.com,BG8696,Loaded
FL0305,2023-06-11,11:40,2023-09-26,22:43,IUQ,HNH,Gonzalez PLC,On Time,Joseph Goodman,annawilson@example.net,BG4868,Unloaded
FL9791,2023-12-15,06:18,2023-12-17,21:35,TYZ,MIJ,Hill Group,On Time,Jordan Thompson,fullertracy@example.org,BG6423,Unloaded
FL8223,2023-09-06,16:08,2023-10-03,23:39,GZY,CNC,Clark-Hernandez,On Time,Mark Matthews,prestonstephen@example.org,BG7290,Checked-in
FL4840,2023-09-29,04:04,2023-11-20,20:52,IWB,ZZW,Brown-Ramos,On Time,Brandon Wang,oatkins@example.org,BG2632,Checked-in
FL3402,2023-08-22,05:23,2023-10-26,01:16,NYL,KUV,Hayes-Simon,On Time,Lisa Olsen,roweemma@example.com,BG3526,Checked-in
FL3704,2023-05-17,02:26,2023-06-05,14:07,HXB,TXR,Schmidt and Sons,On Time,Jonathan Brown,sadkins@example.com,BG2771,Checked-in
FL8892,2023-09-27,13:49,2023-11-03,22:13,OAQ,AEW,Jones-Gilbert,On Time,Michael Holmes,tararodriguez@example.net,BG8652,Checked-in
FL1762,2023-08-15,17:07,2023-12-03,14:52,WOB,VUN,Howe Group,On Time,Jeffrey Hughes,penakathryn@example.org,BG1594,Checked-in
FL1438,2023-11-06,14:14,2023-11-29,15:53,IVC,DIR,Martinez-Park,Delayed,Matthew Jones,douglasalexandra@example.com,BG9411,Checked-in
FL4582,2023-03-30,11:29,2023-12-05,18:21,GCK,GJD,Warren-Romero,Delayed,Terry Good,hendersonjohn@example.org,BG8579,Unloaded
FL3058,2023-03-20,05:02,2023-09-30,07:12,QCF,POO,Wright-Price,On Time,Troy Anderson,vallen@example.org,BG2315,Delivered
FL0416,2023-11-21,12:29,2023-11-23,13:54,XET,DKQ,Hunter and Sons,On Time,Donna Cobb,donnadiaz@example.com,BG5895,Delivered
FL1868,2023-06-04,14:15,2023-11-05,07:46,ODS,FHS,Morales-Lee,Cancelled,Brian Moore,pateldouglas@example.com,BG7637,Unloaded
FL7609,2023-05-24,15:29,2023-07-23,06:55,XOL,RRN,"Gray, Washington and Baldwin",On Time,Andrea Williams,millerjavier@example.com,BG4125,Unloaded
FL4152,2023-12-28,10:34,2023-12-30,03:51,MFJ,CYJ,Whitehead Inc,On Time,Robert Vargas,thomas55@example.com,BG2263,Loaded
FL8617,2023-05-31,03:16,2023-08-19,22:40,RKY,XJF,"Nichols, Williams and Alvarez",Delayed,Robert Evans,taylorjames@example.com,BG0717,Unloaded
FL6989,2023-07-23,02:45,2023-10-01,12:26,YBB,RPH,"Smith, Sharp and Stanton",On Time,Dawn Bray,ljoseph@example.org,BG5141,Unloaded
FL1036,2023-01-01,00:43,2023-02-21,01:02,REV,GSH,Garcia-Taylor,On Time,Donald Ferrell,urobinson@example.org,BG9349,Unloaded
